structure_id,property_flood_zone,property_height,BFE,area,building_type,house_value,mortgage,income,race,education,ownership,flood_elevation_list,SVI,geometry,500yrDepth,SLOSH_depths,x,y,index_right,GEOID
481111617,AE,8.659916094808578,0.8,4705.25,residential,731625.038,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[0, 3, 9, 14, 19]",0.9022,POINT (3305013.163008601 13678313.5689842),1.1,"[0, 3, 9, 14, 19]",3305013.163008601,13678313.5689842,850,48167725100
480966154,AE,15.003924149074557,0.0,1648.0,residential,201096.116,Housing Units with a Mortgage,"Households with Income $60,000 - $74,999",Minority Population,22.0,Renter-Occupied Housing Units,"[0, 0, 4, 12, 17]",0.465,POINT (3251721.845384973 13750288.978949796),0.0,"[0, 0, 4, 12, 17]",3251721.845384973,13750288.978949796,2392,48167721703
480945293,AE,5.019411331510544,0.0,1352.0,residential,205872.371,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,19.0,Renter-Occupied Housing Units,"[5, 10, 15, 21, 21]",0.1493,POINT (3261193.581919578 13688386.656554736),0.0,"[5, 10, 15, 21, 21]",3261193.581919578,13688386.656554736,3058,48167723800
480911972,VE,10.00984244576454,0.0,2152.0,residential,257158.406,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[3, 7, 11, 17, 21]",0.2514,POINT (3358804.9222221044 13738700.324543238),0.0,"[3, 7, 11, 17, 21]",3358804.9222221044,13738700.324543238,3067,48167723900
480926019,AE,4.996719326257706,0.0,1602.0,residential,197112.415,Housing Units without a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,23.0,Owner-Occupied Housing Units,"[0, 4, 11, 16, 20]",0.1187,POINT (3292546.065193788 13666198.46074604),0.0,"[0, 4, 11, 16, 20]",3292546.065193788,13666198.46074604,3068,48167725700
481167332,AE,9.652021359004976,2.1,1665.0,residential,209508.871,Housing Units with a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,21.0,Renter-Occupied Housing Units,"[1, 5, 11, 20, 21]",0.0827,POINT (3215957.061648376 13765178.358525772),3.8,"[1, 5, 11, 20, 21]",3215957.061648376,13765178.358525772,2396,48167721501
480947456,AE,4.805942217359543,0.0,1428.0,residential,184817.791,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,20.0,Renter-Occupied Housing Units,"[3, 8, 13, 19, 21]",0.1493,POINT (3260795.0279273884 13689361.50250258),0.0,"[3, 8, 13, 19, 21]",3260795.0279273884,13689361.50250258,3058,48167723800
481124561,AE,6.9688384028339385,1.0,1220.55,residential,209089.296,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,22.0,Owner-Occupied Housing Units,"[2, 5, 11, 16, 21]",0.3878,POINT (3312938.692186386 13684053.366432074),1.3,"[2, 5, 11, 16, 21]",3312938.692186386,13684053.366432074,843,48167724300
480917199,AE,4.118066657299996,0.0,1521.0,residential,134939.324,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,23.0,Renter-Occupied Housing Units,"[0, 2, 8, 13, 17]",0.5113,POINT (3315578.5145233804 13687512.881717537),0.0,"[0, 2, 8, 13, 17]",3315578.5145233804,13687512.881717537,3070,48167724200
481138999,AE,8.656963239936829,0.0,2192.0,residential,245117.569,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,21.0,Owner-Occupied Housing Units,"[2, 6, 10, 16, 20]",0.0539,POINT (3264667.855207985 13644857.649190508),0.1,"[2, 6, 10, 16, 20]",3264667.855207985,13644857.649190508,2387,48167726101
480945126,AE,3.705191058106424,0.0,2088.0,residential,260634.797,Housing Units with a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 0, 0, 0, 0]",0.1493,POINT (3260834.8210452474 13687838.066080274),0.0,"[0, 0, 0, 0, 0]",3260834.8210452474,13687838.066080274,3058,48167723800
480937816,AE,8.543898231344222,0.5,2019.06,residential,66522.0102,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[2, 6, 12, 19, 21]",0.5571,POINT (3264678.7274992415 13748376.90744206),0.9,"[2, 6, 12, 19, 21]",3264678.7274992415,13748376.90744206,3069,48167721800
480914997,AE,13.428762632846832,0.0,1206.0,residential,117979.746,Housing Units without a Mortgage,"Households with Income $100,000 - $124,999",Minority Population,24.0,Renter-Occupied Housing Units,"[0, 1, 6, 12, 16]",0.5113,POINT (3314737.644762256 13687694.823073788),0.0,"[0, 1, 6, 12, 16]",3314737.644762256,13687694.823073788,3070,48167724200
481169430,AE,11.737700585136414,0.5,2644.0,residential,177997.341,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,18.0,Renter-Occupied Housing Units,"[0, 4, 10, 17, 21]",0.5571,POINT (3266649.0157781695 13749504.952674476),0.6,"[0, 4, 10, 17, 21]",3266649.0157781695,13749504.952674476,3069,48167721800
480912880,AE,2.901155271778107,0.0,1240.0,residential,119907.563,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[6, 10, 15, 21, 21]",0.2514,POINT (3346337.6233485956 13735512.936278677),0.0,"[6, 10, 15, 21, 21]",3346337.6233485956,13735512.936278677,3067,48167723900
480911165,VE,7.690355779781341,0.0,900.0,residential,156878.964,Housing Units with a Mortgage,"Households with Income $100,000 - $124,999",Non-Minority Population,18.0,Owner-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.2514,POINT (3369161.481691778 13745555.458055437),0.0,"[3, 7, 12, 18, 21]",3369161.481691778,13745555.458055437,3067,48167723900
480917341,AE,5.453561565618515,0.0,2396.0,residential,254490.743,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,19.0,Owner-Occupied Housing Units,"[0, 3, 8, 14, 18]",0.5113,POINT (3315006.6538882013 13689123.40619286),0.0,"[0, 3, 8, 14, 18]",3315006.6538882013,13689123.40619286,3070,48167724200
480977964,AE,15.496817030906676,0.0,1572.0,residential,137691.218,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,21.0,Owner-Occupied Housing Units,"[0, 1, 6, 13, 18]",0.3089,POINT (3233699.038659873 13693122.7087303),0.6,"[0, 1, 6, 13, 18]",3233699.038659873,13693122.7087303,3066,48167723600
481170330,VE,2.415919866175652,0.0,2027.0,residential,150286.926,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,24.0,Owner-Occupied Housing Units,"[3, 7, 11, 16, 21]",0.7085,POINT (3324399.790149175 13689973.92880989),0.0,"[3, 7, 11, 16, 21]",3324399.790149175,13689973.92880989,1654,48167724101
481077361,AE,25.506517896080016,0.0,2112.0,residential,264278.935,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 0, 0, 5, 12]",0.2117,POINT (3176959.2008973933 13763829.619108403),2.3,"[0, 0, 0, 5, 12]",3176959.2008973933,13763829.619108403,3062,48167720100
480998518,VE,3.223967037403584,0.0,2060.0,residential,232831.673,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 0, 0, 0, 0]",0.1182,POINT (3227592.9903677367 13621135.753999384),0.0,"[0, 0, 0, 0, 0]",3227592.9903677367,13621135.753999384,2394,48167726102
481164006,VE,7.984990465564728,3.1,1371.0,residential,180906.563,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[0, 0, 0, 0, 0]",0.1182,POINT (3234233.804391812 13622356.35558929),3.2,"[0, 0, 0, 0, 0]",3234233.804391812,13622356.35558929,2394,48167726102
480898005,AE,11.220789064445496,3.4,6878.38,residential,1209703.81,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,20.0,Renter-Occupied Housing Units,"[0, 3, 9, 17, 21]",0.0493,POINT (3215108.365702757 13732524.219994703),5.4,"[0, 3, 9, 17, 21]",3215108.365702757,13732524.219994703,2365,48167720601
481131454,AE,13.537235267677309,0.3,1737.0,residential,226109.639,Housing Units with a Mortgage,"Households with Income $100,000 - $124,999",Minority Population,18.0,Renter-Occupied Housing Units,"[0, 0, 5, 13, 19]",0.6174,POINT (3220010.6323020817 13741259.021730782),2.3,"[0, 0, 5, 13, 19]",3220010.6323020817,13741259.021730782,3054,48167720800
481147999,AE,7.304303836021424,2.2,1174.0,residential,99654.8688,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,17.0,Owner-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.9685,POINT (3305818.968251823 13680745.936788712),2.9,"[3, 7, 12, 18, 21]",3305818.968251823,13680745.936788712,846,48167724600
481124408,AE,4.996719326257706,0.0,3223.0,residential,305685.664,Housing Units with a Mortgage,"Households with Income $125,000 - $149,999",Non-Minority Population,22.0,Renter-Occupied Housing Units,"[0, 3, 9, 14, 18]",0.1187,POINT (3294685.808037791 13668324.58954816),0.0,"[0, 3, 9, 14, 18]",3294685.808037791,13668324.58954816,3068,48167725700
481122931,VE,8.813173564825059,0.0,2128.0,residential,255403.263,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[2, 7, 12, 17, 21]",0.2514,POINT (3377339.1820257623 13749452.119634071),0.0,"[2, 7, 12, 17, 21]",3377339.1820257623,13749452.119634071,3067,48167723900
480940788,AE,5.0000007106781,0.0,1344.0,residential,205248.54,Housing Units without a Mortgage,"Households with Income $100,000 - $124,999",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[2, 7, 12, 18, 21]",0.1493,POINT (3263043.746445927 13687933.562503727),0.0,"[2, 7, 12, 18, 21]",3263043.746445927,13687933.562503727,3058,48167723800
480927080,AE,4.996719326257706,0.0,10337.62,residential,617158.395,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,23.0,Renter-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.3943,POINT (3289980.226144814 13669913.69248062),0.5,"[3, 7, 12, 18, 21]",3289980.226144814,13669913.69248062,1355,48167725900
481170242,AE,9.526452672233582,0.0,1367.0,residential,126430.363,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[0, 4, 10, 15, 19]",0.8372,POINT (3313665.9031781415 13681945.23217668),0.0,"[0, 4, 10, 15, 19]",3313665.9031781415,13681945.23217668,844,48167724400
480914263,AE,4.508115319461822,0.0,1645.0,residential,142248.443,Housing Units without a Mortgage,"Households with Income $100,000 - $124,999",Minority Population,17.0,Owner-Occupied Housing Units,"[2, 6, 11, 18, 21]",0.2514,POINT (3334784.624220406 13729887.038244383),0.0,"[2, 6, 11, 18, 21]",3334784.624220406,13729887.038244383,3067,48167723900
481111890,AE,8.354853724708557,0.8,952.0,residential,88325.2226,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,14.0,Renter-Occupied Housing Units,"[0, 3, 9, 14, 19]",0.9022,POINT (3302826.518679518 13677213.09465623),1.1,"[0, 3, 9, 14, 19]",3302826.518679518,13677213.09465623,850,48167725100
481003507,AE,8.548680682916642,2.2,2157.0,residential,242733.917,Housing Units without a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,14.0,Owner-Occupied Housing Units,"[1, 5, 11, 19, 21]",0.1117,POINT (3231268.2253485913 13767511.251274902),3.4,"[1, 5, 11, 19, 21]",3231268.2253485913,13767511.251274902,2360,48167721503
480972038,AE,11.358127713403702,0.0,2871.43,residential,244461.429,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,19.0,Owner-Occupied Housing Units,"[0, 2, 8, 14, 19]",0.8599,POINT (3239597.442439115 13695636.425886927),0.5,"[0, 2, 8, 14, 19]",3239597.442439115,13695636.425886927,812,48167723700
481136463,AE,4.993091030278205,0.0,1450.0,residential,186489.546,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[5, 9, 14, 20, 21]",0.2514,POINT (3332582.5631860853 13727764.838941764),0.0,"[5, 9, 14, 20, 21]",3332582.5631860853,13727764.838941764,3067,48167723900
480951530,VE,6.158197608151436,0.0,2238.0,residential,248174.848,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,22.0,Owner-Occupied Housing Units,"[3, 6, 11, 16, 20]",0.0539,POINT (3265247.7455924335 13644529.606105886),0.0,"[3, 6, 11, 16, 20]",3265247.7455924335,13644529.606105886,2387,48167726101
480971796,AE,4.432099057397842,0.0,912.0,residential,146911.765,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,18.0,Owner-Occupied Housing Units,"[4, 8, 13, 19, 21]",0.0539,POINT (3250676.828674565 13639507.560422624),0.0,"[4, 8, 13, 19, 21]",3250676.828674565,13639507.560422624,2387,48167726101
480977193,AE,10.64999478671074,0.0,1312.0,residential,123736.869,Housing Units without a Mortgage,"Households with Income $125,000 - $149,999",Minority Population,15.0,Owner-Occupied Housing Units,"[0, 3, 8, 16, 21]",0.4627,POINT (3233454.727926293 13742309.53683796),0.9,"[0, 3, 8, 16, 21]",3233454.727926293,13742309.53683796,2359,48167721103
481138972,AE,7.645048426170349,0.6,1472.0,residential,193940.814,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[4, 7, 12, 17, 21]",0.0539,POINT (3264799.8094413253 13644642.666584408),0.8,"[4, 7, 12, 17, 21]",3264799.8094413253,13644642.666584408,2387,48167726101
481025448,AE,14.221818883438113,1.0,3904.0,residential,369081.754,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,18.0,Owner-Occupied Housing Units,"[0, 0, 5, 12, 18]",0.0493,POINT (3212923.849836555 13728333.028984772),2.4,"[0, 0, 5, 12, 18]",3212923.849836555,13728333.028984772,2365,48167720601
481150129,AE,10.61994919506073,0.0,1600.0,residential,120284.928,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 4, 10, 16, 21]",0.3089,POINT (3241147.28147473 13691854.116940347),0.0,"[0, 4, 10, 16, 21]",3241147.28147473,13691854.116940347,3066,48167723600
480911847,VE,10.689775803985595,0.0,4256.0,residential,397908.438,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[1, 5, 10, 16, 20]",0.2514,POINT (3376374.9796756115 13748329.028239127),0.0,"[1, 5, 10, 16, 20]",3376374.9796756115,13748329.028239127,3067,48167723900
481019877,AE,14.507426828765867,0.0,2181.0,residential,259245.714,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[0, 0, 4, 12, 18]",0.0493,POINT (3214683.2738356986 13731245.368421782),1.9,"[0, 0, 4, 12, 18]",3214683.2738356986,13731245.368421782,2365,48167720601
480981217,AE,6.454953656163216,0.0,9913.0,residential,1127940.56,,"Income Below $45,000",Minority Population,19.0,Owner-Occupied Housing Units,"[0, 2, 8, 16, 21]",0.166,POINT (3229499.9925587936 13764399.310755214),0.7,"[0, 2, 8, 16, 21]",3229499.9925587936,13764399.310755214,2395,48167721402
480921587,AE,9.24507337152481,0.3,760.0,residential,89175.9436,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,17.0,Renter-Occupied Housing Units,"[0, 2, 8, 14, 18]",0.8146,POINT (3307160.96507444 13678462.369703932),0.5,"[0, 2, 8, 14, 18]",3307160.96507444,13678462.369703932,847,48167724700
481015154,AE,12.699897927207946,1.6,3550.0,residential,341182.38,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,16.0,Renter-Occupied Housing Units,"[0, 1, 6, 14, 21]",0.6174,POINT (3217442.034450745 13736883.097906614),3.5,"[0, 1, 6, 14, 21]",3217442.034450745,13736883.097906614,3054,48167720800
480987650,AE,11.369950866088868,0.6,2757.0,residential,295013.639,Housing Units without a Mortgage,"Households with Income $50,000 - $59,999",Non-Minority Population,23.0,Renter-Occupied Housing Units,"[0, 3, 9, 17, 21]",0.051,POINT (3226148.8750207867 13763555.412939848),1.0,"[0, 3, 9, 17, 21]",3226148.8750207867,13763555.412939848,1286,48167721403
481089407,AE,7.894992142353058,0.9,1446.0,residential,112810.679,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,16.0,Owner-Occupied Housing Units,"[0, 4, 9, 15, 20]",0.4452,POINT (3300304.6425476978 13676615.131610695),1.2,"[0, 4, 9, 15, 20]",3300304.6425476978,13676615.131610695,1350,48167725300
480926130,AE,4.768232891774177,0.0,1772.0,residential,211368.684,Housing Units with a Mortgage,"Households with Income $45,000 - $49,999",Non-Minority Population,19.0,Renter-Occupied Housing Units,"[0, 4, 10, 16, 20]",0.1187,POINT (3291891.4355694754 13668144.905751055),0.0,"[0, 4, 10, 16, 20]",3291891.4355694754,13668144.905751055,3068,48167725700
481157614,AE,8.04427988032341,1.4,2418.0,residential,168824.274,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,18.0,Renter-Occupied Housing Units,"[2, 6, 11, 17, 21]",0.3878,POINT (3311670.234619291 13682453.550887588),1.9,"[2, 6, 11, 17, 21]",3311670.234619291,13682453.550887588,843,48167724300
480912895,AE,4.324955011706352,0.0,1960.0,residential,162661.779,Housing Units with a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Renter-Occupied Housing Units,"[4, 8, 14, 20, 21]",0.2514,POINT (3348296.956302963 13736226.869860372),0.0,"[4, 8, 14, 20, 21]",3348296.956302963,13736226.869860372,3067,48167723900
480917195,AE,4.166274457497597,0.0,850.0,residential,95852.052,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,21.0,Renter-Occupied Housing Units,"[0, 2, 7, 13, 17]",0.5113,POINT (3315670.5646462105 13687427.614701184),0.0,"[0, 2, 7, 13, 17]",3315670.5646462105,13687427.614701184,3070,48167724200
481114940,AE,5.313088588323593,0.0,1506.0,residential,115826.646,Housing Units without a Mortgage,"Households with Income $45,000 - $49,999",Minority Population,21.0,Owner-Occupied Housing Units,"[0, 2, 7, 15, 20]",0.5571,POINT (3264656.8636854724 13743038.701229818),0.0,"[0, 2, 7, 15, 20]",3264656.8636854724,13743038.701229818,3069,48167721800
481138967,AE,8.394545569677353,0.0,980.0,residential,151971.751,Housing Units with a Mortgage,"Households with Income $200,000 or more",Minority Population,19.0,Owner-Occupied Housing Units,"[3, 6, 11, 17, 21]",0.0539,POINT (3264739.915388904 13644809.212860383),0.6,"[3, 6, 11, 17, 21]",3264739.915388904,13644809.212860383,2387,48167726101
480953131,AE,10.078846948604584,0.0,2336.0,residential,254402.151,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,21.0,Owner-Occupied Housing Units,"[1, 5, 10, 16, 20]",0.0539,POINT (3263950.190325121 13644789.072923966),0.0,"[1, 5, 10, 16, 20]",3263950.190325121,13644789.072923966,2387,48167726101
480925769,AE,8.873179486885071,0.0,1829.0,residential,215862.631,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Minority Population,19.0,Owner-Occupied Housing Units,"[0, 4, 10, 15, 20]",0.1906,POINT (3299377.1212981693 13671546.26411113),0.0,"[0, 4, 10, 15, 20]",3299377.1212981693,13671546.26411113,1352,48167725500
481033393,AE,25.16309344347,0.0,2321.0,residential,180612.521,Housing Units with a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,18.0,Renter-Occupied Housing Units,"[0, 0, 0, 2, 7]",0.129,POINT (3210226.390320048 13707230.74018112),0.0,"[0, 0, 0, 2, 7]",3210226.390320048,13707230.74018112,2399,48167723403
480932753,AE,4.996719326257706,0.0,1372.0,residential,180967.73,Housing Units without a Mortgage,"Households with Income $45,000 - $49,999",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[3, 7, 12, 18, 21]",0.0789,POINT (3273714.0807684693 13654140.981874175),0.0,"[3, 7, 12, 18, 21]",3273714.0807684693,13654140.981874175,3055,48167726000
480933900,VE,5.42728819717884,0.0,3434.0,residential,323106.867,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[2, 5, 10, 16, 20]",0.0789,POINT (3277464.5969946124 13653664.814316198),0.0,"[2, 5, 10, 16, 20]",3277464.5969946124,13653664.814316198,3055,48167726000
480924194,AE,4.996719326257706,0.0,1038.0,residential,156658.78,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,20.0,Owner-Occupied Housing Units,"[0, 2, 9, 14, 18]",0.1187,POINT (3292690.3007189836 13665909.677753717),0.0,"[0, 2, 9, 14, 18]",3292690.3007189836,13665909.677753717,3068,48167725700
481155464,VE,4.927821595520973,0.0,1656.0,residential,201779.381,Housing Units without a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,17.0,Renter-Occupied Housing Units,"[4, 7, 13, 19, 21]",0.2514,POINT (3315866.2619521986 13710123.08752704),0.0,"[4, 7, 13, 19, 21]",3315866.2619521986,13710123.08752704,3067,48167723900
480947424,AE,4.736967047514916,0.0,1438.0,residential,185582.102,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,19.0,Owner-Occupied Housing Units,"[3, 8, 13, 19, 21]",0.1493,POINT (3260575.355319158 13689157.711131051),0.0,"[3, 8, 13, 19, 21]",3260575.355319158,13689157.711131051,3058,48167723800
480948706,AE,1.9269836143183707,0.0,2531.0,residential,266246.1,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[4, 8, 13, 19, 21]",0.0539,POINT (3261577.7363469265 13648579.86152792),0.0,"[4, 8, 13, 19, 21]",3261577.7363469265,13648579.86152792,2387,48167726101
480928460,AE,4.996719326257706,0.0,1656.0,residential,201779.381,Housing Units with a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[0, 1, 7, 12, 16]",0.0789,POINT (3285910.7344801095 13662880.02368557),0.0,"[0, 1, 7, 12, 16]",3285910.7344801095,13662880.02368557,3055,48167726000
481146346,AE,10.716193490762713,0.0,1145.0,residential,165132.245,Housing Units with a Mortgage,"Households with Income $200,000 or more",Minority Population,18.0,Renter-Occupied Housing Units,"[0, 2, 8, 14, 18]",0.8372,POINT (3312182.9781746273 13679863.251529366),0.0,"[0, 2, 8, 14, 18]",3312182.9781746273,13679863.251529366,844,48167724400
480935235,AE,14.365747678699494,0.0,1152.0,residential,98627.9804,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,15.0,Owner-Occupied Housing Units,"[0, 3, 9, 16, 21]",0.5571,POINT (3268012.0564044514 13748108.484409451),0.0,"[0, 3, 9, 16, 21]",3268012.0564044514,13748108.484409451,3069,48167721800
481157919,VE,10.569361902275086,0.0,2123.0,residential,255034.449,Housing Units without a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[2, 6, 11, 17, 21]",0.2514,POINT (3377706.941110477 13749110.056847708),0.0,"[2, 6, 11, 17, 21]",3377706.941110477,13749110.056847708,3067,48167723900
481086387,AE,8.843643898248672,0.8,1290.0,residential,126311.335,Housing Units with a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,19.0,Renter-Occupied Housing Units,"[1, 4, 10, 16, 20]",0.3878,POINT (3313961.958171048 13683285.586152242),1.0,"[1, 4, 10, 16, 20]",3313961.958171048,13683285.586152242,843,48167724300
480971819,AE,4.707210874752998,0.0,858.0,residential,142045.267,Housing Units with a Mortgage,"Households with Income $100,000 - $124,999",Non-Minority Population,23.0,Owner-Occupied Housing Units,"[3, 8, 13, 19, 21]",0.0539,POINT (3250479.422164103 13639370.197194893),0.0,"[3, 8, 13, 19, 21]",3250479.422164103,13639370.197194893,2387,48167726101
480950855,AE,8.095997471199036,0.8,1948.0,residential,138952.264,Housing Units without a Mortgage,"Households with Income $60,000 - $74,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[2, 6, 12, 20, 21]",0.5571,POINT (3263735.2009706567 13751200.326343833),1.0,"[2, 6, 12, 20, 21]",3263735.2009706567,13751200.326343833,3069,48167721800
481138574,VE,1.2140322542452813,0.0,2424.0,residential,259769.453,Housing Units with a Mortgage,"Income Below $45,000",Minority Population,19.0,Owner-Occupied Housing Units,"[4, 8, 13, 19, 21]",0.7281,POINT (3285146.748580386 13673092.691514391),0.0,"[4, 8, 13, 19, 21]",3285146.748580386,13673092.691514391,1354,48167725800
481108849,AE,25.19555372730256,0.4,1396.0,residential,210923.534,Housing Units without a Mortgage,"Households with Income $150,000 - $199,999",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 0, 0, 7, 13]",0.0963,POINT (3190730.0720701115 13726119.42243632),1.7,"[0, 0, 0, 7, 13]",3190730.0720701115,13726119.42243632,2361,48167720605
481148589,AE,4.996719326257706,0.0,1672.0,residential,144084.126,Housing Units with a Mortgage,"Households with Income $100,000 - $124,999",Minority Population,19.0,Renter-Occupied Housing Units,"[0, 2, 7, 13, 17]",0.7281,POINT (3292456.091943905 13671622.1209119),0.0,"[0, 2, 7, 13, 17]",3292456.091943905,13671622.1209119,1354,48167725800
480911017,VE,10.015534611301424,0.0,1711.0,residential,229261.781,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Non-Minority Population,19.0,Owner-Occupied Housing Units,"[4, 8, 13, 18, 21]",0.2514,POINT (3360319.8685028665 13740072.797604484),0.0,"[4, 8, 13, 18, 21]",3360319.8685028665,13740072.797604484,3067,48167723900
481125047,AE,8.728805612306594,0.7,1644.0,residential,200753.422,Housing Units without a Mortgage,"Income Below $45,000",Minority Population,16.0,Renter-Occupied Housing Units,"[0, 3, 9, 14, 18]",0.8372,POINT (3310684.270419782 13679893.411888162),0.9,"[0, 3, 9, 14, 18]",3310684.270419782,13679893.411888162,844,48167724400
480961050,AE,4.9967201084709165,0.0,9243.0,residential,735745.757,Housing Units with a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[4, 8, 14, 20, 21]",0.0539,POINT (3249368.757699587 13642214.015374197),0.0,"[4, 8, 14, 20, 21]",3249368.757699587,13642214.015374197,2387,48167726101
481136759,AE,8.932651939535141,0.0,1412.0,residential,111042.741,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,21.0,Owner-Occupied Housing Units,"[0, 4, 9, 15, 19]",0.3878,POINT (3314035.8194320733 13683187.47123949),0.5,"[0, 4, 9, 15, 19]",3314035.8194320733,13683187.47123949,843,48167724300
480975223,AE,10.13464691022873,0.7,1176.0,residential,99746.6303,Housing Units without a Mortgage,"Income Below $45,000",Non-Minority Population,17.0,Owner-Occupied Housing Units,"[0, 5, 11, 17, 21]",0.3089,POINT (3235346.2550800215 13692020.878568908),1.5,"[0, 5, 11, 17, 21]",3235346.2550800215,13692020.878568908,3066,48167723600
481139995,AE,10.691566290025712,0.0,3912.0,residential,343718.25,Housing Units without a Mortgage,"Households with Income $200,000 or more",Non-Minority Population,16.0,Owner-Occupied Housing Units,"[0, 4, 9, 16, 21]",0.1493,POINT (3246163.4810578055 13697686.52703682),0.0,"[0, 4, 9, 16, 21]",3246163.4810578055,13697686.52703682,3058,48167723800
481086766,AE,7.692994967155457,1.1,1770.0,residential,162809.187,Housing Units with a Mortgage,"Households with Income $75,000 - $99,999",Minority Population,22.0,Renter-Occupied Housing Units,"[2, 6, 11, 17, 21]",0.3878,POINT (3311960.3338658297 13683294.033838475),1.6,"[2, 6, 11, 17, 21]",3311960.3338658297,13683294.033838475,843,48167724300
